0.999836743	0.011080701	0.000144065
0.999823153	0.011739493	0.000152664
0.999808311	0.012437447	0.000161685
0.999792039	0.013176885	0.000171295
0.999774218	0.013960273	0.000181496
0.999754667	0.014790224	0.000192287
0.999733150	0.015669500	0.000203753
0.999709547	0.016601034	0.000215893
0.999683559	0.017587923	0.000228707
0.999655068	0.018633461	0.000242281
0.999623597	0.019741124	0.000256698
0.999588966	0.020914599	0.000271958
0.999550700	0.022157798	0.000288145
0.999508560	0.023474848	0.000305260
0.999461949	0.024870139	0.000323388
0.999410450	0.026348302	0.000342695
0.999353588	0.027914258	0.000363015
0.999290586	0.029573206	0.000384600
0.999220848	0.031330656	0.000407450
0.999143600	0.033192441	0.000431734
0.999057949	0.035164736	0.000457367
0.998962998	0.037254088	0.000484603
0.998857558	0.039467406	0.000513442
0.998740613	0.041812021	0.000543968
0.998610675	0.044295706	0.000576265
0.998466253	0.046926651	0.000610502
0.998305678	0.049713537	0.000646849
0.998127043	0.052665569	0.000685305
0.997928321	0.055792458	0.000726039
0.997707069	0.059104487	0.000769221
0.997460663	0.062612519	0.000815018
0.997186184	0.066328064	0.000863431
0.996880233	0.070263259	0.000914798
0.996539176	0.074430935	0.000969204
0.996158838	0.078844681	0.001026817
0.995734572	0.083518788	0.001087891
0.995261133	0.088468380	0.001152512
0.994732678	0.093709402	0.001221100
0.994142771	0.099258676	0.001293657
0.993483961	0.105133913	0.001370605
0.992748141	0.111353800	0.001452114
0.991926074	0.117937990	0.001538438
0.991007447	0.124907136	0.001629915
0.989980817	0.132282928	0.001726883
0.988833249	0.140088171	0.001829598
0.987550378	0.148346782	0.001938313
0.986115932	0.157083735	0.002053621
0.984511971	0.166325182	0.002175692
0.982718050	0.176098377	0.002305120
0.980711699	0.186431706	0.002442158
0.978467524	0.197354689	0.002587402
