0.000129	0.000137	0.000146	0.000155	0.000165	0.000175	0.000189	0.000201	0.000213	0.000226	0.000239	0.000253	0.000269	0.000283	0.000296	0.000308	0.000320	0.000329	0.000333	0.000334	0.000330	0.000319	0.000301	0.000274	0.000240	0.000194	0.000147	0.000082	0.000044	0.000038	0.000045	0.000077	0.000083	0.000067	0.000033	0.000020	0.000031	0.000056	0.000050	0.000026	0.000019	0.000040	0.000033	0.000008	0.000028	0.000030	0.000005	0.000025	0.000015	0.000017	0.000022	0.000005	0.000017	0.000012	0.000013	0.000015	0.000003	0.000011	0.000016	0.000008	0.000002	0.000007	0.000008	0.000009	0.000007	0.000007	0.000001	0.000005	0.000008	0.000004	
0.000179	0.000185	0.000188	0.000187	0.000181	0.000168	0.000043	0.000032	0.000034	0.000052	0.000087	0.000144	0.000299	0.000380	0.000461	0.000543	0.000680	0.000737	0.000755	0.000726	0.000616	0.000505	0.000355	0.000102	0.000032	0.000145	0.000150	0.000064	0.000033	0.000073	0.000067	0.000006	0.000020	0.000070	0.000018	0.000041	0.000037	0.000016	0.000039	0.000041	0.000048	0.000008	0.000030	0.000025	0.000005	0.000027	0.000024	0.000007	0.000006	0.000008	0.000017	0.000017	0.000012	0.000006	0.000002	0.000003	0.000015	0.000004	0.000011	0.000003	0.000009	0.000004	0.000003	0.000004	0.000003	0.000004	0.000008	0.000002	0.000007	0.000003	
0.000108	0.000116	0.000125	0.000135	0.000145	0.000156	0.000179	0.000191	0.000201	0.000210	0.000218	0.000223	0.000120	0.000164	0.000252	0.000393	0.000870	0.001026	0.001079	0.001010	0.000636	0.000484	0.000357	0.000269	0.000178	0.000101	0.000055	0.000057	0.000063	0.000090	0.000100	0.000096	0.000067	0.000024	0.000045	0.000055	0.000057	0.000045	0.000016	0.000055	0.000053	0.000032	0.000012	0.000033	0.000031	0.000007	0.000031	0.000021	0.000016	0.000026	0.000006	0.000021	0.000005	0.000019	0.000011	0.000009	0.000020	0.000010	0.000003	0.000011	0.000012	0.000011	0.000009	0.000007	0.000009	0.000010	0.000009	0.000009	0.000002	0.000007	
0.000050	0.000050	0.000050	0.000051	0.000052	0.000054	0.000051	0.000055	0.000062	0.000070	0.000082	0.000096	-0.000019	0.000058	0.000201	0.000420	0.001186	0.001403	0.001432	0.001237	0.000430	0.000171	0.000038	0.000133	0.000106	0.000098	0.000086	0.000073	0.000065	0.000064	0.000058	0.000044	0.000038	0.000037	0.000037	0.000024	0.000022	0.000030	0.000039	0.000077	0.000014	0.000017	0.000016	0.000015	0.000013	0.000018	0.000015	0.000013	0.000016	0.000013	0.000013	0.000009	0.000008	0.000011	0.000008	0.000009	0.000011	0.000007	0.000009	0.000005	0.000004	0.000007	0.000007	0.000007	0.000004	0.000007	0.000005	0.000003	0.000005	0.000005	
0.000082	0.000087	0.000092	0.000098	0.000103	0.000108	0.000108	0.000114	0.000121	0.000129	0.000138	0.000149	0.000020	0.000092	0.000230	0.000446	0.001218	0.001431	0.001452	0.001245	0.000409	0.000141	0.000007	0.000114	0.000090	0.000081	0.000069	0.000061	0.000055	0.000058	0.000048	0.000021	0.000013	0.000019	0.000020	0.000018	0.000015	0.000011	0.000017	0.000068	0.000007	0.000008	0.000007	0.000009	0.000008	0.000006	0.000004	0.000005	0.000005	0.000005	0.000003	0.000008	0.000001	0.000004	0.000002	0.000003	0.000001	0.000003	0.000001	0.000001	0.000003	0.000001	0.000005	0.000003	0.000002	0.000003	0.000001	0.000003	0.000002	0.000001	
0.000049	0.000049	0.000049	0.000050	0.000051	0.000052	0.000047	0.000051	0.000056	0.000065	0.000076	0.000090	-0.000022	0.000054	0.000194	0.000410	0.001159	0.001376	0.001411	0.001229	0.000464	0.000210	0.000068	0.000123	0.000084	0.000070	0.000059	0.000071	0.000065	0.000029	0.000025	0.000058	0.000058	0.000041	0.000035	0.000037	0.000034	0.000029	0.000043	0.000080	0.000017	0.000022	0.000022	0.000020	0.000016	0.000015	0.000012	0.000015	0.000018	0.000011	0.000016	0.000018	0.000014	0.000013	0.000012	0.000008	0.000008	0.000011	0.000008	0.000010	0.000007	0.000007	0.000008	0.000007	0.000006	0.000007	0.000005	0.000003	0.000006	0.000003	
0.000109	0.000111	0.000113	0.000114	0.000115	0.000116	0.000102	0.000104	0.000108	0.000115	0.000126	0.000140	0.000031	0.000107	0.000247	0.000462	0.001221	0.001431	0.001451	0.001246	0.000423	0.000156	0.000018	0.000113	0.000082	0.000065	0.000052	0.000051	0.000048	0.000044	0.000038	0.000029	0.000023	0.000019	0.000006	0.000014	0.000019	0.000016	0.000018	0.000077	0.000006	0.000007	0.000005	0.000003	0.000007	0.000006	0.000005	0.000004	0.000005	0.000005	0.000002	0.000006	0.000002	0.000003	0.000004	0.000003	0.000002	0.000002	0.000002	0.000003	0.000003	0.000002	0.000005	0.000004	0.000002	0.000001	0.000002	0.000000	0.000002	0.000002	
0.000051	0.000052	0.000054	0.000057	0.000061	0.000066	0.000078	0.000085	0.000093	0.000101	0.000111	0.000121	-0.000011	0.000060	0.000198	0.000413	0.001175	0.001392	0.001422	0.001230	0.000435	0.000177	0.000042	0.000126	0.000097	0.000092	0.000080	0.000066	0.000060	0.000071	0.000064	0.000036	0.000029	0.000033	0.000017	0.000023	0.000026	0.000026	0.000032	0.000077	0.000024	0.000020	0.000018	0.000017	0.000014	0.000013	0.000013	0.000011	0.000012	0.000009	0.000010	0.000009	0.000007	0.000009	0.000009	0.000007	0.000006	0.000009	0.000007	0.000008	0.000006	0.000005	0.000009	0.000005	0.000005	0.000003	0.000005	0.000005	0.000002	0.000005	
0.000151	0.000149	0.000148	0.000147	0.000146	0.000146	0.000141	0.000143	0.000147	0.000153	0.000162	0.000174	0.000060	0.000134	0.000271	0.000483	0.001238	0.001444	0.001460	0.001249	0.000417	0.000146	0.000008	0.000105	0.000078	0.000071	0.000057	0.000041	0.000029	0.000022	0.000022	0.000033	0.000031	0.000021	0.000012	0.000010	0.000011	0.000012	0.000016	0.000072	0.000008	0.000007	0.000008	0.000002	0.000010	0.000005	0.000003	0.000004	0.000005	0.000007	0.000004	0.000002	0.000003	0.000001	0.000002	0.000004	0.000002	0.000004	0.000001	0.000002	0.000002	0.000002	0.000005	0.000001	0.000002	0.000001	0.000002	0.000001	0.000003	0.000002	
0.000247	0.000238	0.000228	0.000217	0.000205	0.000192	0.000157	0.000145	0.000136	0.000131	0.000130	0.000135	0.000019	0.000089	0.000225	0.000438	0.001202	0.001415	0.001440	0.001240	0.000431	0.000164	0.000020	0.000094	0.000063	0.000067	0.000057	0.000042	0.000033	0.000033	0.000030	0.000026	0.000027	0.000031	0.000025	0.000016	0.000017	0.000025	0.000023	0.000071	0.000007	0.000015	0.000009	0.000007	0.000016	0.000006	0.000007	0.000008	0.000006	0.000004	0.000005	0.000000	0.000003	0.000006	0.000002	0.000004	0.000002	0.000005	0.000003	0.000003	0.000003	0.000002	0.000007	0.000003	0.000002	0.000003	0.000003	0.000003	0.000002	0.000005	
0.000050	0.000033	0.000021	0.000014	0.000015	0.000024	0.000112	0.000131	0.000148	0.000164	0.000177	0.000188	0.000040	0.000107	0.000240	0.000450	0.001211	0.001421	0.001441	0.001237	0.000418	0.000151	0.000012	0.000105	0.000072	0.000047	0.000035	0.000044	0.000046	0.000047	0.000040	0.000025	0.000012	0.000005	0.000025	0.000017	0.000013	0.000016	0.000029	0.000071	0.000009	0.000009	0.000007	0.000010	0.000004	0.000011	0.000010	0.000008	0.000006	0.000011	0.000009	0.000003	0.000006	0.000006	0.000002	0.000008	0.000002	0.000008	0.000005	0.000005	0.000004	0.000005	0.000002	0.000004	0.000003	0.000003	0.000002	0.000003	0.000003	0.000002	
0.000125	0.000110	0.000099	0.000095	0.000097	0.000107	0.000223	0.000239	0.000247	0.000246	0.000234	0.000211	-0.000040	-0.000008	0.000100	0.000297	0.001075	0.001299	0.001344	0.001178	0.000436	0.000206	0.000093	0.000187	0.000173	0.000185	0.000178	0.000156	0.000134	0.000110	0.000084	0.000053	0.000053	0.000077	0.000087	0.000085	0.000076	0.000064	0.000063	0.000098	0.000037	0.000030	0.000020	0.000012	0.000030	0.000022	0.000025	0.000025	0.000017	0.000013	0.000012	0.000008	0.000010	0.000006	0.000006	0.000005	0.000007	0.000007	0.000007	0.000004	0.000004	0.000008	0.000010	0.000007	0.000002	0.000003	0.000002	0.000003	0.000004	0.000007	
0.000383	0.000354	0.000327	0.000304	0.000285	0.000271	0.000312	0.000304	0.000295	0.000285	0.000274	0.000261	0.000132	0.000161	0.000239	0.000375	0.000880	0.001033	0.001075	0.000982	0.000555	0.000378	0.000232	0.000110	0.000091	0.000239	0.000302	0.000333	0.000329	0.000260	0.000218	0.000204	0.000143	0.000060	0.000053	0.000036	0.000083	0.000179	0.000230	0.000229	0.000092	0.000051	0.000046	0.000023	0.000058	0.000066	0.000054	0.000038	0.000034	0.000077	0.000060	0.000029	0.000021	0.000011	0.000012	0.000015	0.000026	0.000014	0.000008	0.000017	0.000010	0.000017	0.000011	0.000015	0.000015	0.000007	0.000003	0.000016	0.000010	0.000009	
0.000376	0.000335	0.000296	0.000258	0.000223	0.000191	0.000134	0.000115	0.000109	0.000118	0.000143	0.000189	0.000259	0.000357	0.000488	0.000657	0.001197	0.001322	0.001284	0.001053	0.000257	0.000032	-0.000024	0.000244	0.000250	0.000136	0.000127	0.000259	0.000266	0.000076	0.000046	0.000195	0.000243	0.000229	0.000144	0.000056	0.000025	0.000080	0.000241	0.000324	0.000159	0.000090	0.000076	0.000014	0.000102	0.000080	0.000012	0.000048	0.000068	0.000149	0.000055	0.000073	0.000014	0.000039	0.000011	0.000016	0.000023	0.000046	0.000011	0.000012	0.000010	0.000038	0.000007	0.000027	0.000006	0.000020	0.000011	0.000021	0.000007	0.000013	
0.000396	0.000356	0.000315	0.000275	0.000235	0.000195	0.000120	0.000089	0.000068	0.000059	0.000064	0.000087	0.000069	0.000159	0.000305	0.000514	0.001214	0.001408	0.001421	0.001220	0.000437	0.000167	0.000013	0.000049	0.000039	0.000114	0.000169	0.000268	0.000283	0.000169	0.000115	0.000089	0.000238	0.000468	0.000222	0.000200	0.000179	0.000141	0.000161	0.000494	0.000032	0.000279	0.000219	0.000164	0.000059	0.000203	0.000131	0.000060	0.000043	0.000265	0.000159	0.000019	0.000047	0.000037	0.000041	0.000024	0.000027	0.000111	0.000036	0.000021	0.000048	0.000058	0.000025	0.000036	0.000014	0.000023	0.000026	0.000024	0.000006	0.000021	
0.000274	0.000225	0.000184	0.000153	0.000134	0.000129	0.000258	0.000270	0.000281	0.000289	0.000296	0.000299	0.000086	0.000170	0.000344	0.000627	0.001656	0.001945	0.001986	0.001729	0.000665	0.000320	0.000139	0.000254	0.000204	0.000164	0.000131	0.000089	0.000109	0.000244	0.000282	0.000169	0.000415	0.000806	0.000337	0.000182	0.000165	0.000250	0.000294	0.000384	0.000614	0.000708	0.000456	0.000224	0.000459	0.000655	0.000434	0.000336	0.000160	0.000326	0.000225	0.000159	0.000035	0.000166	0.000051	0.000037	0.000030	0.000195	0.000077	0.000074	0.000078	0.000110	0.000023	0.000138	0.000048	0.000029	0.000041	0.000029	0.000017	0.000041	
0.000417	0.000417	0.000421	0.000429	0.000443	0.000462	0.000608	0.000623	0.000621	0.000600	0.000556	0.000484	0.000002	0.000019	0.000164	0.000463	0.001699	0.002063	0.002158	0.001934	0.000871	0.000501	0.000262	0.000244	0.000148	0.000097	0.000093	0.000138	0.000271	0.000598	0.000733	0.000627	0.000762	0.000940	0.000296	0.000352	0.000327	0.000246	0.000349	0.000064	0.000267	0.001071	0.000772	0.000291	0.000548	0.000633	0.000702	0.000291	0.000200	0.000298	0.000382	0.000123	0.000137	0.000054	0.000107	0.000013	0.000098	0.000320	0.000076	0.000157	0.000101	0.000108	0.000062	0.000239	0.000064	0.000075	0.000063	0.000052	0.000045	0.000075	
0.005239	0.005525	0.005819	0.006119	0.006425	0.006736	0.007000	0.007324	0.007658	0.008003	0.008356	0.008719	0.009087	0.009463	0.009844	0.010229	0.011254	0.011366	0.011042	0.010202	0.008132	0.006890	0.005698	0.004625	0.003441	0.001345	0.001562	0.004848	0.007372	0.009489	0.011586	0.013719	0.014739	0.014472	0.011687	0.007179	0.003727	0.003448	0.010334	0.015710	0.017675	0.016125	0.008563	0.003934	0.010137	0.014168	0.012911	0.007558	0.004864	0.011009	0.010597	0.003897	0.005582	0.006187	0.002056	0.003919	0.002600	0.003046	0.002767	0.004262	0.001842	0.003938	0.001389	0.003212	0.001765	0.001858	0.002582	0.001399	0.000886	0.001413	
0.004994	0.005129	0.005239	0.005318	0.005361	0.005358	0.004938	0.004880	0.004827	0.004781	0.004741	0.004711	0.003656	0.004076	0.004981	0.006455	0.010649	0.012692	0.014250	0.015221	0.015549	0.014879	0.013123	0.009263	0.007254	0.005479	0.005005	0.007307	0.007375	0.002708	0.005218	0.016312	0.023601	0.027753	0.021477	0.010412	0.006134	0.006859	0.004235	0.023246	0.034145	0.025300	0.007275	0.004170	0.012631	0.026233	0.014704	0.001296	0.005660	0.017890	0.006022	0.004002	0.006029	0.002143	0.000972	0.001964	0.000395	0.001293	0.000832	0.005501	0.001703	0.008548	0.001439	0.005179	0.004854	0.001510	0.001043	0.000949	0.000534	0.000614	
0.003721	0.003691	0.003682	0.003697	0.003740	0.003818	0.003914	0.004081	0.004307	0.004601	0.004974	0.005438	0.006433	0.006948	0.007408	0.007801	0.005869	0.007030	0.009583	0.013771	0.024850	0.025825	0.022328	0.010041	0.005711	0.004206	0.003814	0.006603	0.008377	0.010177	0.009478	0.002431	0.019538	0.048053	0.025289	0.011332	0.005970	0.008012	0.007154	0.006514	0.057560	0.030823	0.004242	0.005139	0.005016	0.042016	0.009360	0.004301	0.005299	0.029606	-0.000554	0.004107	0.007873	0.002252	0.001305	0.002657	0.000399	0.002187	0.000772	0.008286	0.001754	0.014468	0.001775	0.002438	0.006022	0.001366	0.001460	0.000865	0.000730	0.000419	
0.004587	0.004542	0.004495	0.004445	0.004392	0.004336	0.004154	0.004110	0.004089	0.004095	0.004133	0.004208	0.004418	0.004551	0.004703	0.004877	0.002025	0.003548	0.007161	0.013233	0.029356	0.031066	0.026500	0.009480	0.004101	0.004240	0.003072	0.002437	0.002123	0.001873	0.003323	0.004061	0.025606	0.055364	0.023016	0.011566	0.005519	0.004235	0.006925	0.020724	0.064394	0.029967	0.008832	0.006361	0.011742	0.044437	0.016201	0.004835	0.006475	0.032173	0.003012	0.000797	0.007925	0.001597	0.000743	0.003134	0.000212	0.002911	0.000549	0.009719	0.001159	0.015677	0.001901	0.005173	0.005114	0.000310	0.001004	0.000929	0.001162	0.000493	
